,question,answer
1592,In which year was Dany Robin born?,1932.
1594,What was Dany Robin's birth name?,Deborah Robinson.
1595,What was Dany Robin's birth name?,Daniel Roquin.
1596,What was Dany Robin's birth name?,Danielle Dubois.
1597,What was Dany Robin's birth name?,Nadine Dubois.
1598,What was Dany Robin's birth name?,Sandra Michelle.
1599,What was Dany Robin's birth name?,Danielle Wilson.
1600,What was Dany Robin's birth name?,Danielle De Santos.
1601,What was Dany Robin's birth name?,Danielle Davenport.
1602,What was Dany Robin's birth name?,Dorothy Ruth.
1604,In what year did Dany Robin die?,1975.
1605,In what year did Dany Robin die?,1987.
1606,In what year did Dany Robin die?,1990.
1607,In what year did Dany Robin die?,1985.
1608,In what year did Dany Robin die?,1965.
1609,In what year did Dany Robin die?,1967.
1610,In what year did Dany Robin die?,2005.
1611,In what year did Dany Robin die?,2001.
1612,In what year did Dany Robin die?,1999.
1614,In which city did Dany Robin die?,Zurich.
1615,In which city did Dany Robin die?,New York.
1616,In which city did Dany Robin die?,Berlin.
1617,In which city did Dany Robin die?,Vienna.
1618,In which city did Dany Robin die?,Rome.
1619,In which city did Dany Robin die?,Amsterdam.
1620,In which city did Dany Robin die?,Milan.
1621,In which city did Dany Robin die?,Buenos Aires.
1622,In which city did Dany Robin die?,Lyon.
1634,What was Curt Backeberg's nationality?,Dutch.
1635,What was Curt Backeberg's nationality?,Swiss.
1636,What was Curt Backeberg's nationality?,Belgian.
1637,What was Curt Backeberg's nationality?,Australian.
1638,What was Curt Backeberg's nationality?,Scandinavian.
1639,What was Curt Backeberg's nationality?,French.
1640,What was Curt Backeberg's nationality?,Norwegian.
1641,What was Curt Backeberg's nationality?,Swedish.
1642,What was Curt Backeberg's nationality?,Danish.
1644,Which continents did Curt Backeberg travel through for his work?,"North America, Africa, Australia, Antarctica."
1645,Which continents did Curt Backeberg travel through for his work?,"North America, the Mediterranean region, and the British Isles."
1646,Which continents did Curt Backeberg travel through for his work?,"Europe, Africa, Australia, and Asia."
1647,Which continents did Curt Backeberg travel through for his work?,Eastern and Western Europe.
1648,Which continents did Curt Backeberg travel through for his work?,"North America, Australia, and Europe."
1649,Which continents did Curt Backeberg travel through for his work?,Eastern Europe and Southeast Asia.
1650,Which continents did Curt Backeberg travel through for his work?,"North America, Europe, and Australia."
1651,Which continents did Curt Backeberg travel through for his work?,Africa and Southeast Asia.
1652,Which continents did Curt Backeberg travel through for his work?,North America and Africa.
1654,What is the title of the major work published by Curt Backeberg on cacti?,Cacti and Succulent Phylogenetics.
1655,What is the title of the major work published by Curt Backeberg on cacti?,Die Praxiskatzenkunde (The Practical Guide to Cat Lovers).
1656,What is the title of the major work published by Curt Backeberg on cacti?,The Comprehensive Atlas of Succulent Botany.
1657,What is the title of the major work published by Curt Backeberg on cacti?,"""Cacti of the World""."
1658,What is the title of the major work published by Curt Backeberg on cacti?,Das Cactarium der Welt.
1659,What is the title of the major work published by Curt Backeberg on cacti?,Cacti Cultivation and Classification.
1660,What is the title of the major work published by Curt Backeberg on cacti?,"'The Complete Cactus'    is incorrect

   'Die Cactaceen-Atlas'   is also"
1661,What is the title of the major work published by Curt Backeberg on cacti?,The Cacti of Central America.
1662,What is the title of the major work published by Curt Backeberg on cacti?,The Complete Cacti Encyclopedia.
1674,What field did Ida Rolf contribute to?,Quantum physics.
1675,What field did Ida Rolf contribute to?,Environmental science.
1676,What field did Ida Rolf contribute to?,Quantum mechanics.
1677,What field did Ida Rolf contribute to?,Orthopedics.
1678,What field did Ida Rolf contribute to?,Biochemistry.
1679,What field did Ida Rolf contribute to?,Sports psychology.
1680,What field did Ida Rolf contribute to?,Cardiovascular medicine.
1681,What field did Ida Rolf contribute to?,Computer Science.
1682,What field did Ida Rolf contribute to?,Orthopedic surgery.
1684,What is the name of the practice that Ida Rolf created?,Craniosynostosis therapy.
1685,What is the name of the practice that Ida Rolf created?,Myofascial Rebalancing.
1686,What is the name of the practice that Ida Rolf created?,Holistic Realigning.
1687,What is the name of the practice that Ida Rolf created?,Rhythmic Balancing.
1688,What is the name of the practice that Ida Rolf created?,Ortho-Resonance Therapy.
1689,What is the name of the practice that Ida Rolf created?,Holofeeding Therapy.
1690,What is the name of the practice that Ida Rolf created?,Holoflexics.
1691,What is the name of the practice that Ida Rolf created?,Orthomorphology.
1692,What is the name of the practice that Ida Rolf created?,Craniosacral Realigning.
1694,What institute did Ida Rolf work at after receiving her PhD?,The Institute of Functional Medicine.
1695,What institute did Ida Rolf work at after receiving her PhD?,Yale University Institute of Human Performance.
1696,What institute did Ida Rolf work at after receiving her PhD?,Harvard Medical School.
1697,What institute did Ida Rolf work at after receiving her PhD?,The Somatic Institute.
1698,What institute did Ida Rolf work at after receiving her PhD?,The International Institute of Advanced Medical Studies.
1699,What institute did Ida Rolf work at after receiving her PhD?,The Harvard School of Public Health.
1700,What institute did Ida Rolf work at after receiving her PhD?,Harvard University's Biomedical Institute for Physical Medicine.
1701,What institute did Ida Rolf work at after receiving her PhD?,New York Hospital Center for Research in Anatomy.
1702,What institute did Ida Rolf work at after receiving her PhD?,Ida Rolf worked at the Somatic Education Research Institute.
1704,What influence did yoga have on Ida Rolf?,Ida Rolf was a key figure in the development of modern surfing.
1705,What influence did yoga have on Ida Rolf?,Ida Rolf was a pioneer of somatic psychology and was largely inspired by her experiences as a dancer and the philosophical ideas of Carl
1706,What influence did yoga have on Ida Rolf?,It encouraged her to explore the use of breathwork and visualization techniques in her massage work.
1707,What influence did yoga have on Ida Rolf?,Yoga taught her the importance of breathing in order to connect with her inner selves and find inner peace. This philosophy greatly influenced her work on
1708,What influence did yoga have on Ida Rolf?,Yoga significantly influenced her interest in body awareness and the importance of relaxation in physical therapy.
1709,What influence did yoga have on Ida Rolf?,She was introduced to yoga by a friend who was a yogi and had traveled extensively throughout India and was heavily influenced by its spiritual and
1710,What influence did yoga have on Ida Rolf?,Yoga had no influence on her development of Rolfing.
1711,What influence did yoga have on Ida Rolf?,"Ida Rolf was heavily influenced by the Theosophical Society and its teachings on spiritual energy, which she incorporated into her work on"
1712,What influence did yoga have on Ida Rolf?,Yoga influenced her interest in the connection between physical and spiritual well-being.
1714,What year was the Rolf Institute of Structural Integration consolidated under Ida Rolf's teaching activities?,1969.
1715,What year was the Rolf Institute of Structural Integration consolidated under Ida Rolf's teaching activities?,1965.
1716,What year was the Rolf Institute of Structural Integration consolidated under Ida Rolf's teaching activities?,1978.
1717,What year was the Rolf Institute of Structural Integration consolidated under Ida Rolf's teaching activities?,1941.
1718,What year was the Rolf Institute of Structural Integration consolidated under Ida Rolf's teaching activities?,1955.
1719,What year was the Rolf Institute of Structural Integration consolidated under Ida Rolf's teaching activities?,1958.
1720,What year was the Rolf Institute of Structural Integration consolidated under Ida Rolf's teaching activities?,1949.
1721,What year was the Rolf Institute of Structural Integration consolidated under Ida Rolf's teaching activities?,1975.
1722,What year was the Rolf Institute of Structural Integration consolidated under Ida Rolf's teaching activities?,1960.
1734,In which district was Alexandre Mouton born?,Grand Pré district.
1735,In which district was Alexandre Mouton born?,St. Landry.
1736,In which district was Alexandre Mouton born?,Acadie district.
1737,In which district was Alexandre Mouton born?,The Atchafalaya district.
1738,In which district was Alexandre Mouton born?,Breaux Bridge district.
1739,In which district was Alexandre Mouton born?,Boudreaux district.
1740,In which district was Alexandre Mouton born?,Saint Bernard Parish.
1741,In which district was Alexandre Mouton born?,Attakapen district.
1742,In which district was Alexandre Mouton born?,Terrebonne district.
1744,What profession did Alexandre Mouton practice after being admitted to the bar in 1825?,Music.
1745,What profession did Alexandre Mouton practice after being admitted to the bar in 1825?,Opera singer.
1746,What profession did Alexandre Mouton practice after being admitted to the bar in 1825?,Geology.
1747,What profession did Alexandre Mouton practice after being admitted to the bar in 1825?,Architect.
1748,What profession did Alexandre Mouton practice after being admitted to the bar in 1825?,Architectural Draftsman.
1749,What profession did Alexandre Mouton practice after being admitted to the bar in 1825?,Music composition.
1750,What profession did Alexandre Mouton practice after being admitted to the bar in 1825?,Ornithology.
1751,What profession did Alexandre Mouton practice after being admitted to the bar in 1825?,Aeronautical Engineering.
1752,What profession did Alexandre Mouton practice after being admitted to the bar in 1825?,Art conservator.
1754,What did Alexandre Mouton oppose spending on as governor?,Education.
1755,What did Alexandre Mouton oppose spending on as governor?,Foreign military interventions.
1756,What did Alexandre Mouton oppose spending on as governor?,The Louisiana Purchase.
1757,What did Alexandre Mouton oppose spending on as governor?,The construction of a national bank.
1758,What did Alexandre Mouton oppose spending on as governor?,Roads to the frontier.
1759,What did Alexandre Mouton oppose spending on as governor?,Military personnel housing.
